Period,Year,Quarter,Coverage,Region,Visits,Spending_£millions,Nights,Spending_per_visit_£,Nights_per_visit
2024 Q4,2024,4,GB,20328000.0,5080000.0,,,,
2024 Q4,2024,4,GB,24828000.0,5881000.0,,,,
2024 Q4,2024,4,GB,27293000.0,6365000.0,,,,
2024 Q4,2024,4,GB,33662000.0,,,4496000.0,,
2024 Q4,2024,4,GB,36859000.0,,,11326000.0,,
2024 Q4,2024,4,GB,40857000.0,9245000.0,,,,
2024 Q4,2024,4,GB,98767000.0,,,23124000.0,,
2024 Q4,2024,4,GB,103597000.0,,,21962000.0,,
2024 Q4,2024,4,GB,132429000.0,,,27620000.0,,
2024 Q4,2024,4,GB,149172000.0,,,30057000.0,,
2024 Q4,2024,4,GB,289628000.0,,,63345000.0,,
